Iggy Azalea,spotify:artist:5yG7ZAZafVaAlMTeBybKAL,5yG7ZAZafVaAlMTeBybKAL,88,1103820
Nicki Minaj,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,0hCNtLu0JehylgoiP8L4Gh,96,3045432
Azealia Banks,spotify:artist:7gRhy3MIPHQo5CXYfWaw9I,7gRhy3MIPHQo5CXYfWaw9I,70,182377
Kreayshawn,spotify:artist:51xJF4OqJPHWop1fv0VVyd,51xJF4OqJPHWop1fv0VVyd,55,57801
Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,66CXWjxzNUsdJxJ2JdwvnR,95,1950641
Becky G,spotify:artist:4obzFoKoKRHIphyHzJ35G3,4obzFoKoKRHIphyHzJ35G3,78,316998
Rye Rye,spotify:artist:0S05AeePINj4CeTVMfysIu,0S05AeePINj4CeTVMfysIu,56,10110
Charli XCX,spotify:artist:25uiPmTg16RbhZWAqwLBy5,25uiPmTg16RbhZWAqwLBy5,86,287522
Kat Dahlia,spotify:artist:1peH5tSqnYm8W6Bo3I5egE,1peH5tSqnYm8W6Bo3I5egE,73,38931
Lil Mama,spotify:artist:5qK5bOC6wLtuLhG5KvU17c,5qK5bOC6wLtuLhG5KvU17c,52,13134
Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,5pKCCKE2ajJHZ9KAiaK11H,95,5064044
Rita Ora,spotify:artist:5CCwRZC6euC8Odo6y9X8jr,5CCwRZC6euC8Odo6y9X8jr,81,435733
Jessie J,spotify:artist:2gsggkzM5R49q6jpPvazou,2gsggkzM5R49q6jpPvazou,87,1107519
Ester Dean,spotify:artist:0v2Y5jwtcv8LiWNTRls1KM,0v2Y5jwtcv8LiWNTRls1KM,62,21395
Angel Haze,spotify:artist:2cyyGl4qnHZL0o16t0fpJl,2cyyGl4qnHZL0o16t0fpJl,64,42341
Fergie,spotify:artist:3r17AfJCCUqC9Lf0OAc73G,3r17AfJCCUqC9Lf0OAc73G,79,206129
Karmin,spotify:artist:4M0DLz8te9Q1lNIXBBwvfG,4M0DLz8te9Q1lNIXBBwvfG,67,311090
Kid Sister,spotify:artist:3FTzn86WmApHmwBMGVSEXE,3FTzn86WmApHmwBMGVSEXE,43,9040
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,1Xyo4u8uXC1ZmMpatF05PJ,94,752552
Gwen Stefani,spotify:artist:4yiQZ8tQPux8cPriYMWUFP,4yiQZ8tQPux8cPriYMWUFP,78,224074
Cher Lloyd,spotify:artist:4m4SfDVbF5wxrwEjDKgi4k,4m4SfDVbF5wxrwEjDKgi4k,74,567675
Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,66CXWjxzNUsdJxJ2JdwvnR,95,1950641
Selena Gomez,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,0C8ZW7ezQVs4URX5aX7Kqx,86,954604
Bridgit Mendler,spotify:artist:4VhL8KLjVso4vLfOLVViTb,4VhL8KLjVso4vLfOLVViTb,66,268132
Nick Jonas,spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi,4Rxn7Im3LGfyRkY2FlHhWi,83,219379
Cody Simpson,spotify:artist:79Xp2rRN7wdsaTJgttdX3K,79Xp2rRN7wdsaTJgttdX3K,75,279051
Demi Lovato,spotify:artist:6S2OmqARrzebs0tKUEyXyp,6S2OmqARrzebs0tKUEyXyp,84,1292446
Victoria Justice,spotify:artist:2OTfr6S2kuHRYStjt1IkY6,2OTfr6S2kuHRYStjt1IkY6,62,51175
Zendaya,spotify:artist:6sCbFbEjbYepqswM1vWjjs,6sCbFbEjbYepqswM1vWjjs,67,188796
Victorious Cast,spotify:artist:1KYszkVzlhV3rAqmAcYIgd,1KYszkVzlhV3rAqmAcYIgd,62,124897
Miley Cyrus,spotify:artist:5YGY8feqx7naU7z4HrwZM6,5YGY8feqx7naU7z4HrwZM6,84,1285045
Emily Osment,spotify:artist:7rPQ2z1ji1ctJ6oGYBAo6M,7rPQ2z1ji1ctJ6oGYBAo6M,48,46297
Miranda Cosgrove,spotify:artist:3SYGWAHCe31oykdeUPpoJp,3SYGWAHCe31oykdeUPpoJp,53,66104
Fifth Harmony,spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt,1l8Fu6IkuTP0U5QetQJ5Xt,86,396935
Selena Gomez & The Scene,spotify:artist:6dJeKm76NjfXBNTpHmOhfO,6dJeKm76NjfXBNTpHmOhfO,71,132517
78violet,spotify:artist:5GADIJpXAjArLQXb0NXXWZ,5GADIJpXAjArLQXb0NXXWZ,28,3357
One Direction,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,4AK6F7OLvEQ5QYCBNiQWHq,92,3168058
Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,1uNFoZAHBGtllmzznpCI3s,89,2481081
Jennette McCurdy,spotify:artist:3AoFRPmkjP1WTi2Zu7gbZV,3AoFRPmkjP1WTi2Zu7gbZV,41,24961
Rebecca Black,spotify:artist:3Vl9fyKMIdLMswk8ai3mm9,3Vl9fyKMIdLMswk8ai3mm9,46,10136
Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,06HL4z0CvFAxyc27GXpf02,75,2900630
Carrie Underwood,spotify:artist:4xFUf1FHVy696Q1JQZMTRj,4xFUf1FHVy696Q1JQZMTRj,78,539177
Kelly Clarkson,spotify:artist:3BmGtnKgCSGYIUhmivXKWX,3BmGtnKgCSGYIUhmivXKWX,86,965454
Katy Perry,spotify:artist:6jJ0s89eD6GaHleKKya26X,6jJ0s89eD6GaHleKKya26X,89,3531106
The Wreckers,spotify:artist:2jI32eTOcSx2bn1MGgRyei,2jI32eTOcSx2bn1MGgRyei,55,13337
Lady Antebellum,spotify:artist:32WkQRZEVKSzVAAYqukAEA,32WkQRZEVKSzVAAYqukAEA,76,693961
Avril Lavigne,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,0p4nmQO2msCgU4IF37Wi3j,79,781287
Shania Twain,spotify:artist:5e4Dhzv426EvQe3aDb64jL,5e4Dhzv426EvQe3aDb64jL,73,173875
Miranda Lambert,spotify:artist:66lH4jAE7pqPlOlzUKbwA0,66lH4jAE7pqPlOlzUKbwA0,76,384841
Jessie James,spotify:artist:2oPXxg1IOzTBPDro5cJBJj,2oPXxg1IOzTBPDro5cJBJj,49,14143
Kellie Pickler,spotify:artist:021hNAnkFIbyFyL97br6NB,021hNAnkFIbyFyL97br6NB,54,38065
LeAnn Rimes,spotify:artist:2d3VHzlOEwXvmBdS4pzOPL,2d3VHzlOEwXvmBdS4pzOPL,64,42882
Hilary Duff,spotify:artist:2S9W9aSAd7e5mp8WqWxN2h,2S9W9aSAd7e5mp8WqWxN2h,66,121438
Faith Hill,spotify:artist:25NQNriVT2YbSW80ILRWJa,25NQNriVT2YbSW80ILRWJa,67,74463
Dixie Chicks,spotify:artist:25IG9fa7cbdmCIy3OnuH57,25IG9fa7cbdmCIy3OnuH57,69,144725
Ashley Tisdale,spotify:artist:2ddxtfC0oS8LoktXUHE7YL,2ddxtfC0oS8LoktXUHE7YL,58,67874
Jonas Brothers,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,7gOdHgIoIKoe4i9Tta6qdD,68,189149
Sam Smith,spotify:artist:2wY79sveU1sp5g7SokKOiI,2wY79sveU1sp5g7SokKOiI,96,1408167
Sia,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,5WUlDfRSoLAfcVSX1WnrxN,93,862524
Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,6eUKZXaKkcviH0Ku9w2n3V,97,3798277
Magic!,spotify:artist:0DxeaLnv6SyYk2DOqkLO8c,0DxeaLnv6SyYk2DOqkLO8c,82,296419
Ella Henderson,spotify:artist:7nDsS0l5ZAzMedVRKPP8F1,7nDsS0l5ZAzMedVRKPP8F1,80,121034
John Newman,spotify:artist:34v5MVKeQnIo0CWYMbbrPf,34v5MVKeQnIo0CWYMbbrPf,84,233288
Ella Eyre,spotify:artist:66TrUkUZ3RM29dqeDQRgyA,66TrUkUZ3RM29dqeDQRgyA,75,68413
Tove Lo,spotify:artist:4NHQUGzhtTLFvgF5SZesLK,4NHQUGzhtTLFvgF5SZesLK,87,293506
Rixton,spotify:artist:0kkxsdcaWmWU2yWAqclDh4,0kkxsdcaWmWU2yWAqclDh4,75,138014
Adele,spotify:artist:4dpARuHxo51G3z768sgnrY,4dpARuHxo51G3z768sgnrY,84,2546384
Adam Levine,spotify:artist:4bYPcJP5jwMhSivRcqie2n,4bYPcJP5jwMhSivRcqie2n,73,56996
Clean Bandit,spotify:artist:6MDME20pz9RveH9rEXvrOM,6MDME20pz9RveH9rEXvrOM,84,285795
John Legend,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,5y2Xq6xcjJb2jVM54GHK3t,89,834346
Ellie Goulding,spotify:artist:0X2BH1fck6amBIoJhDVmmJ,0X2BH1fck6amBIoJhDVmmJ,95,1924971
Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS,2FXC3k01G6Gw61bmprjgqS,91,577775
Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP,04gDigrS5kc9YWfZHwBETP,96,5233342
Meghan Trainor,spotify:artist:6JL8zeS1NmiOftqZTRgdTz,6JL8zeS1NmiOftqZTRgdTz,90,614301
Nicki Minaj,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,0hCNtLu0JehylgoiP8L4Gh,96,3045432
Ciara,spotify:artist:2NdeV5rLm47xAvogXrYhJX,2NdeV5rLm47xAvogXrYhJX,77,381222
Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP,04gDigrS5kc9YWfZHwBETP,96,5233342
OneRepublic,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,5Pwc4xIPtQLFEnJriah9YJ,86,1328314
Bruno Mars,spotify:artist:0du5cEVh5yTK9QJze8zA0C,0du5cEVh5yTK9QJze8zA0C,94,3192138
Train,spotify:artist:3FUY2gzHeIiaesXtOAdB7A,3FUY2gzHeIiaesXtOAdB7A,79,1329802
The Script,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,3AQRLZ9PuTAozP28Skbq8V,84,1296556
Kara's Flowers,spotify:artist:75qhTKV9Lo4yobMuQgSFse,75qhTKV9Lo4yobMuQgSFse,31,1556
Gavin DeGraw,spotify:artist:5DYAABs8rkY9VhwtENoQCz,5DYAABs8rkY9VhwtENoQCz,75,396072
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14,0hEurMDQu99nJRq8pTxO14,86,1376157
P!nk,spotify:artist:1KCSPY1glIKqW2TotWuXOR,1KCSPY1glIKqW2TotWuXOR,82,1286350
MIKA,spotify:artist:5MmVJVhhYKQ86izuGHzJYA,5MmVJVhhYKQ86izuGHzJYA,73,322455
James Blunt,spotify:artist:7KMqksf0UMdyA0UCf4R3ux,7KMqksf0UMdyA0UCf4R3ux,80,459715
Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,4phGZZrJZRo4ElhRtViYdl,83,1062404
Daniel Powter,spotify:artist:7xTcuBOIAAIGDOSvwYFPzk,7xTcuBOIAAIGDOSvwYFPzk,65,46892
Justin Timberlake,spotify:artist:31TPClRtHm23RisEBtV3X7,31TPClRtHm23RisEBtV3X7,86,1466404
Five For Fighting,spotify:artist:7FgMLbnZVrEnir95O0YujA,7FgMLbnZVrEnir95O0YujA,64,67019
The Fray,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,0zOcE3mg9nS6l3yxt1Y0bK,78,755910
Rob Thomas,spotify:artist:3aBkeBhwadnWMWoVJ2CxJC,3aBkeBhwadnWMWoVJ2CxJC,65,47566
Meghan Trainor,spotify:artist:6JL8zeS1NmiOftqZTRgdTz,6JL8zeS1NmiOftqZTRgdTz,90,614301
Shawn Mendes,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,7n2wHs1TKAczGzO7Dd2rGr,81,299138
Tom Dobson,spotify:artist:7v3EgoCFiwCBVgoqa4c9Zq,7v3EgoCFiwCBVgoqa4c9Zq,12,77
Sara Jane,spotify:artist:78ui11dvt3HQ9zMENxSU6O,78ui11dvt3HQ9zMENxSU6O,33,118
G.R.L.,spotify:artist:3Yl4nkmEa8BSuGWbwhdLDq,3Yl4nkmEa8BSuGWbwhdLDq,76,58518
Katy Tiz,spotify:artist:2E19mfEFhCr6UgZUYJGOEW,2E19mfEFhCr6UgZUYJGOEW,58,5346
Troye Sivan,spotify:artist:3WGpXCj9YhhfX11TToZcXP,3WGpXCj9YhhfX11TToZcXP,70,321056
Bea Miller,spotify:artist:1o2NpYGqHiCq7FoiYdyd1x,1o2NpYGqHiCq7FoiYdyd1x,65,62665
Olivia Somerlyn,spotify:artist:6atFLBFAPCWL0gtI9ckhYK,6atFLBFAPCWL0gtI9ckhYK,47,1383
Echosmith,spotify:artist:1PbBg2aYjWLKRk84zJK15x,1PbBg2aYjWLKRk84zJK15x,83,212197
Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,6eUKZXaKkcviH0Ku9w2n3V,97,3798277
Sia,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,5WUlDfRSoLAfcVSX1WnrxN,93,862524
Frou Frou,spotify:artist:6MUyqmIQ35inLjch0YzIEG,6MUyqmIQ35inLjch0YzIEG,55,32046
Imogen Heap,spotify:artist:6Xb4ezwoAQC4516kI89nWz,6Xb4ezwoAQC4516kI89nWz,65,135948
Emiliana Torrini,spotify:artist:08j69Ndyx1P7RLO3Janb5P,08j69Ndyx1P7RLO3Janb5P,66,62767
Natalie Walker,spotify:artist:31Az4QOGpXowht4dz0ks7a,31Az4QOGpXowht4dz0ks7a,39,3989
Jem,spotify:artist:4v4xuH9VypORYabMnhPLt1,4v4xuH9VypORYabMnhPLt1,53,17895
Flunk,spotify:artist:1Tz1kM5vFyBpzD22fHW609,1Tz1kM5vFyBpzD22fHW609,49,10923
Zero 7,spotify:artist:14H7ag1wpQOsPPQJOD6Dqr,14H7ag1wpQOsPPQJOD6Dqr,65,108198
Lana Del Rey,spotify:artist:00FQb4jTyendYWaN8pK0wa,00FQb4jTyendYWaN8pK0wa,89,3129680
Esthero,spotify:artist:1VmTG1NmumTwTIOGbew6gH,1VmTG1NmumTwTIOGbew6gH,47,6214
Goldfrapp,spotify:artist:5BKsn7SCN2XmbF7apdCpRS,5BKsn7SCN2XmbF7apdCpRS,63,109781
Moloko,spotify:artist:4aaBjq7VqqQvpSF69GglvO,4aaBjq7VqqQvpSF69GglvO,57,44788
Kate Havnevik,spotify:artist:6lb32Pf1I52GnEfnDlu9FR,6lb32Pf1I52GnEfnDlu9FR,44,6615
Dido,spotify:artist:2mpeljBig2IXLXRAFO9AAs,2mpeljBig2IXLXRAFO9AAs,73,187054
Everything But The Girl,spotify:artist:13ccXrK7AmXb4TddMkE7jy,13ccXrK7AmXb4TddMkE7jy,60,46312
Martina Topley Bird,spotify:artist:6sKLLGj7SqbP2qDBdEOoZ6,6sKLLGj7SqbP2qDBdEOoZ6,47,10190
Jeremih,spotify:artist:3KV3p5EY4AvKxOlhGHORLg,3KV3p5EY4AvKxOlhGHORLg,87,230168
Trey Songz,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,2iojnBLj0qIMiKPvVhLnsH,85,868277
Chris Brown,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,7bXgB6jMjp9ATFy66eO08Z,96,2184430
Ne-Yo,spotify:artist:21E3waRsmPlU7jZsS13rcj,21E3waRsmPlU7jZsS13rcj,91,747220
Ray J,spotify:artist:6gbGGM0E8Q1hE511psqxL0,6gbGGM0E8Q1hE511psqxL0,61,30683
Omarion,spotify:artist:0f5nVCcR06GX8Qikz0COtT,0f5nVCcR06GX8Qikz0COtT,77,86421
Usher,spotify:artist:23zg3TcAtWQy7J6upgbUnj,23zg3TcAtWQy7J6upgbUnj,89,2282899
The-Dream,spotify:artist:1W3FSF1BLpY3hlVIgvenLz,1W3FSF1BLpY3hlVIgvenLz,75,93809
Lloyd,spotify:artist:1Xfmvd48oOhEWkscWyEbh9,1Xfmvd48oOhEWkscWyEbh9,68,129818
Pleasure P,spotify:artist:6dROiL44pIQZVNZ6Bc0OJO,6dROiL44pIQZVNZ6Bc0OJO,57,40824
T-Pain,spotify:artist:3aQeKQSyrW4qWr35idm0cy,3aQeKQSyrW4qWr35idm0cy,80,364199
J. Holiday,spotify:artist:7G6hXrjGpi6I7waNl4wxAk,7G6hXrjGpi6I7waNl4wxAk,61,57032
DAY26,spotify:artist:7dpKVB4mK3ufNdZOpMKtrd,7dpKVB4mK3ufNdZOpMKtrd,50,14393
Sterling Simms,spotify:artist:3KLnSYaRRa4Kur781SHxUL,3KLnSYaRRa4Kur781SHxUL,49,2980
Jamie Foxx,spotify:artist:7LnaAXbDVIL75IVPnndf7w,7LnaAXbDVIL75IVPnndf7w,74,121077
Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,3TVXtAsR1Inumwj472S9r4,100,3211265
Pretty Ricky,spotify:artist:6XwcepfAsPhrvwziGxhwju,6XwcepfAsPhrvwziGxhwju,62,62794
Ryan Leslie,spotify:artist:3aTMDZLtkFlYQfQL7bzccp,3aTMDZLtkFlYQfQL7bzccp,59,41902
Miguel,spotify:artist:360IAlyVv4PCEVjgyMZrxK,360IAlyVv4PCEVjgyMZrxK,79,366098
Bobby Valentino,spotify:artist:5rMYdl2jIdVlEL6ChUB2aB,5rMYdl2jIdVlEL6ChUB2aB,35,2418
Bobby V.,spotify:artist:4HgF4KnohByNElYid7iCNb,4HgF4KnohByNElYid7iCNb,62,27181
Calvin Harris,spotify:artist:7CajNmpbOovFoOoasH2HaY,7CajNmpbOovFoOoasH2HaY,94,3188555
Jessie J,spotify:artist:2gsggkzM5R49q6jpPvazou,2gsggkzM5R49q6jpPvazou,87,1107519
Nicole Scherzinger,spotify:artist:40xbWSB4JPdOkRyuTDy1oP,40xbWSB4JPdOkRyuTDy1oP,69,116049
Pixie Lott,spotify:artist:3EBRANWwnViQuBrImN61Z1,3EBRANWwnViQuBrImN61Z1,62,98674
Leona Lewis,spotify:artist:5lKZWd6HiSCLfnDGrq9RAm,5lKZWd6HiSCLfnDGrq9RAm,71,223068
Cheryl,spotify:artist:3NyNPJaemMYsL14DK2tO01,3NyNPJaemMYsL14DK2tO01,65,134935
Ke$ha,spotify:artist:6LqNN22kT3074XbTVUrhzX,6LqNN22kT3074XbTVUrhzX,81,1013576
Alexandra Burke,spotify:artist:6yZoNdsPrYLviaEOOzbZt8,6yZoNdsPrYLviaEOOzbZt8,55,41747
Olly Murs,spotify:artist:3whuHq0yGx60atvA2RCVRW,3whuHq0yGx60atvA2RCVRW,83,504219
Natalia Kills,spotify:artist:6wdvERzX4CUCOXu6hSS95x,6wdvERzX4CUCOXu6hSS95x,63,50953
The Saturdays,spotify:artist:15qI5w4XJFLRMwOp2VrlD5,15qI5w4XJFLRMwOp2VrlD5,59,82275
Britney Spears,spotify:artist:26dSoYclwsYLMAKD3tpOr4,26dSoYclwsYLMAKD3tpOr4,82,983852
Magic!,spotify:artist:0DxeaLnv6SyYk2DOqkLO8c,0DxeaLnv6SyYk2DOqkLO8c,82,296419
Nico & Vinz,spotify:artist:0awl5piYwO0CDTHEkCjUhn,0awl5piYwO0CDTHEkCjUhn,80,136700
Sheppard,spotify:artist:6VxCmtR7S3yz4vnzsJqhSV,6VxCmtR7S3yz4vnzsJqhSV,80,70172
The Madden Brothers,spotify:artist:5geIMZUDvBE9CwP2iBnBuM,5geIMZUDvBE9CwP2iBnBuM,56,13697
The Vamps,spotify:artist:7gAppWoH7pcYmphCVTXkzs,7gAppWoH7pcYmphCVTXkzs,73,361286
American Authors,spotify:artist:0MlOPi3zIDMVrfA9R04Fe3,0MlOPi3zIDMVrfA9R04Fe3,75,163937
Bobby Shmurda,spotify:artist:34Y0ldeyUv7jBvukWOGASO,34Y0ldeyUv7jBvukWOGASO,73,113478
Snootie Wild,spotify:artist:1YXg2Chm7UfZAUAkjJEpqK,1YXg2Chm7UfZAUAkjJEpqK,64,22506
Rae Sremmurd,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,7iZtZyCzp3LItcw1wtPI3D,83,174926
Migos,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,6oMuImdp5ZcFhWP0ESe6mG,77,170368
Rich Gang,spotify:artist:6h2J3dxLnTyURwIUBumKog,6h2J3dxLnTyURwIUBumKog,72,71071
O.T. Genasis,spotify:artist:1Zatb2YN4erBOoSivOXc0o,1Zatb2YN4erBOoSivOXc0o,72,27780
K CAMP,spotify:artist:5bgfj5zUoWpyeVatGDjn6H,5bgfj5zUoWpyeVatGDjn6H,74,81705
Og Maco,spotify:artist:0nvvVQhPQGkYTJlThLbJeu,0nvvVQhPQGkYTJlThLbJeu,61,12224
Troy Ave,spotify:artist:3cvKNz7BwIY404XtZ5tpUW,3cvKNz7BwIY404XtZ5tpUW,64,7146
A$AP Ferg,spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,5dHt1vcEm9qb8fCyLcB3HL,77,136668
DJ Mustard,spotify:artist:0YinUQ50QDB7ZxSCLyQ40k,0YinUQ50QDB7ZxSCLyQ40k,74,29620
Kevin Gates,spotify:artist:1gPhS1zisyXr5dHTYZyiMe,1gPhS1zisyXr5dHTYZyiMe,79,135610
Rich Homie Quan,spotify:artist:5lHRUCqkQZCIWeX7xG4sYT,5lHRUCqkQZCIWeX7xG4sYT,81,169130
Mike Will Made It,spotify:artist:0NWbwDZY1VkRqFafuQm6wk,0NWbwDZY1VkRqFafuQm6wk,70,48106
French Montana,spotify:artist:6vXTefBL93Dj5IqAWq6OTv,6vXTefBL93Dj5IqAWq6OTv,82,201604
Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,0c173mlxpT3dSFRgMO8XPh,92,879385
I LOVE MAKONNEN,spotify:artist:3aGFCoR8xGN6DKwvdzeSja,3aGFCoR8xGN6DKwvdzeSja,75,40884
We Are Toonz,spotify:artist:4rN9gEi2IbnV59Tm4kid4c,4rN9gEi2IbnV59Tm4kid4c,53,8833
Ty Dolla $ign,spotify:artist:7c0XG5cIJTrrAgEC3ULPiq,7c0XG5cIJTrrAgEC3ULPiq,81,117721
Lil Durk,spotify:artist:3hcs9uc56yIGFCSy9leWe7,3hcs9uc56yIGFCSy9leWe7,59,43166
Chief Keef,spotify:artist:15iVAtD3s3FsQR4w1v6M0P,15iVAtD3s3FsQR4w1v6M0P,74,176258
Florida Georgia Line,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,3b8QkneNDz4JHKKKlLgYZg,82,335515
Kip Moore,spotify:artist:2hJPr4lk7Q8SSvCVBl9fWM,2hJPr4lk7Q8SSvCVBl9fWM,69,96368
Thomas Rhett,spotify:artist:6x2LnllRG5uGarZMsD4iO8,6x2LnllRG5uGarZMsD4iO8,72,55925
Tyler Farr,spotify:artist:3vHV92ecrylnUHDM4d2MtC,3vHV92ecrylnUHDM4d2MtC,68,28384
Chase Rice,spotify:artist:6pBNfggcZZDCmb0p92OnGn,6pBNfggcZZDCmb0p92OnGn,70,45950
Luke Bryan,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,0BvkDsjIUla7X0k6CSWh1I,84,834877
Randy Houser,spotify:artist:56x8mYvS3cyDGAi8N2FxbB,56x8mYvS3cyDGAi8N2FxbB,67,39717
Brantley Gilbert,spotify:artist:5q8HGNo0BjLWaTAhRtbwxa,5q8HGNo0BjLWaTAhRtbwxa,73,169149
Dustin Lynch,spotify:artist:1dID9zgn0OV0Y8ud7Mh2tS,1dID9zgn0OV0Y8ud7Mh2tS,69,64530
Justin Moore,spotify:artist:30e8DmahrEamvLbFRPdWmk,30e8DmahrEamvLbFRPdWmk,67,114340
David Nail,spotify:artist:4DZGvSv2oMkBUnPz67E6z6,4DZGvSv2oMkBUnPz67E6z6,66,42901
Easton Corbin,spotify:artist:070kGpqtESdDsLb3gdMIyx,070kGpqtESdDsLb3gdMIyx,67,63436
Hunter Hayes,spotify:artist:7H6dkUChT5EoOQtUVMg4cN,7H6dkUChT5EoOQtUVMg4cN,73,456657
Jerrod Niemann,spotify:artist:0RKP52f5PNDCRZ9Luq2Sr7,0RKP52f5PNDCRZ9Luq2Sr7,64,97285
Jake Owen,spotify:artist:1n2pb9Tsfe4SwAjmUac6YT,1n2pb9Tsfe4SwAjmUac6YT,73,227272
Brett Eldredge,spotify:artist:0qSX3s5pJnAlSsgsCne8Cz,0qSX3s5pJnAlSsgsCne8Cz,70,36125
Lee Brice,spotify:artist:5Zq7R5qmi58ByYyBQTlNuk,5Zq7R5qmi58ByYyBQTlNuk,75,182127
Craig Campbell,spotify:artist:7tkwiWhGKSuQV8LwPWceWN,7tkwiWhGKSuQV8LwPWceWN,56,16447
Love and Theft,spotify:artist:03a5eVjzFyQlR4XyVSwt4t,03a5eVjzFyQlR4XyVSwt4t,63,91340
Zac Brown Band,spotify:artist:6yJCxee7QumYr820xdIsjo,6yJCxee7QumYr820xdIsjo,79,513366
Dierks Bentley,spotify:artist:7x8nK0m0cP2ksQf0mjWdPS,7x8nK0m0cP2ksQf0mjWdPS,75,235898
Rae Sremmurd,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,7iZtZyCzp3LItcw1wtPI3D,83,174926
P Reign,spotify:artist:0bdJZl7TDeiymDYzMJnVh2,0bdJZl7TDeiymDYzMJnVh2,69,8592
Fetty Wap,spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,6PXS4YHDkKvl1wkIl4V8DL,79,25954
