Iggy Azalea,spotify:artist:5yG7ZAZafVaAlMTeBybKAL,5yG7ZAZafVaAlMTeBybKAL,88,1103820
Dej Loaf,spotify:artist:7kFfY4UjNdNyaeUgLIEbIF,7kFfY4UjNdNyaeUgLIEbIF,74,35258
Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,1RyvyyTE3xzB2ZywiAwp0i,79,387391
Kid Ink,spotify:artist:6KZDXtSj0SzGOV705nNeh3,6KZDXtSj0SzGOV705nNeh3,88,445828
Jason Derulo,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,07YZf4WDAMNwqr4jfgOZ8y,88,1312663
Flo Rida,spotify:artist:0jnsk9HBra6NMjO2oANoPY,0jnsk9HBra6NMjO2oANoPY,90,3545373
Jay Sean,spotify:artist:4pADjHPWyrlAF0FA7joK2H,4pADjHPWyrlAF0FA7joK2H,67,153463
Taio Cruz,spotify:artist:6MF9fzBmfXghAz953czmBC,6MF9fzBmfXghAz953czmBC,70,626684
Pitbull,spotify:artist:0TnOYISbd1XYRBk9myaseg,0TnOYISbd1XYRBk9myaseg,93,2425632
Iyaz,spotify:artist:5tKXB9uuebKE34yowVaU3C,5tKXB9uuebKE34yowVaU3C,62,76528
Sean Kingston,spotify:artist:6S0dmVVn4udvppDhZIWxCr,6S0dmVVn4udvppDhZIWxCr,69,167306
will.i.am,spotify:artist:085pc2PYOi8bGKj0PNjekA,085pc2PYOi8bGKj0PNjekA,81,824551
Akon,spotify:artist:0z4gvV4rjIZ9wHck67ucSV,0z4gvV4rjIZ9wHck67ucSV,82,473296
Timbaland,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ,5Y5TRrQiqgUO4S36tzjIRZ,78,234453
Tove Lo,spotify:artist:4NHQUGzhtTLFvgF5SZesLK,4NHQUGzhtTLFvgF5SZesLK,87,293506
Bebe Rexha,spotify:artist:64M6ah0SkkRsnPGtGiRAbb,64M6ah0SkkRsnPGtGiRAbb,78,28643
Betty Who,spotify:artist:0t3QQl52F463sxGXb1ckhB,0t3QQl52F463sxGXb1ckhB,67,44525
Elliphant,spotify:artist:134GdR5tUtxJrf8cpsfpyY,134GdR5tUtxJrf8cpsfpyY,68,32308
Lorde,spotify:artist:163tK9Wjr9P9DmM0AVK7lm,163tK9Wjr9P9DmM0AVK7lm,84,1219440
Fences,spotify:artist:6vjCIhbLklvyaDBgCcpH57,6vjCIhbLklvyaDBgCcpH57,63,19280
Mapei,spotify:artist:6baWjwY7WiVPCZcW7pqqhz,6baWjwY7WiVPCZcW7pqqhz,65,24905
Broods,spotify:artist:5r5Va4lVQ1zjEfbJSrmCsS,5r5Va4lVQ1zjEfbJSrmCsS,73,99223
Nate Ruess,spotify:artist:1qUjOF5fzrpoNycD36b2jZ,1qUjOF5fzrpoNycD36b2jZ,76,23392
Clean Bandit,spotify:artist:6MDME20pz9RveH9rEXvrOM,6MDME20pz9RveH9rEXvrOM,84,285795
Kiesza,spotify:artist:4zxvC7CRGvggq9EWXOpwAo,4zxvC7CRGvggq9EWXOpwAo,78,131849
Disclosure,spotify:artist:6nS5roXSAGhTGr34W6n7Et,6nS5roXSAGhTGr34W6n7Et,81,557484
Naughty Boy,spotify:artist:1bT7m67vi78r2oqvxrP3X5,1bT7m67vi78r2oqvxrP3X5,74,96295
Rudimental,spotify:artist:4WN5naL3ofxrVBgFpguzKo,4WN5naL3ofxrVBgFpguzKo,75,398306
Route 94,spotify:artist:1dgdvbogmctybPrGEcnYf6,1dgdvbogmctybPrGEcnYf6,67,32939
Gorgon City,spotify:artist:4VNQWV2y1E97Eqo2D5UTjx,4VNQWV2y1E97Eqo2D5UTjx,73,56923
Katy B,spotify:artist:5EUdiv20t58GCS09VMKk7M,5EUdiv20t58GCS09VMKk7M,64,66185
Bastille,spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc,7EQ0qTo7fWT7DPxmxtSYEc,84,1228014
Duke Dumont,spotify:artist:61lyPtntblHJvA7FMMhi7E,61lyPtntblHJvA7FMMhi7E,71,78830
DJ Cassidy,spotify:artist:1xLOb1CC0N70wA28T7Q5uE,1xLOb1CC0N70wA28T7Q5uE,50,2945
Neon Jungle,spotify:artist:0JEvQJxxsnNUo6LQygr4AL,0JEvQJxxsnNUo6LQygr4AL,58,30872
Faul & Wad Ad,spotify:artist:6HUm6AHJE0oisACMN6NNJ5,6HUm6AHJE0oisACMN6NNJ5,69,31353
Foxes,spotify:artist:7qRll6DYV06u2VuRPAVqug,7qRll6DYV06u2VuRPAVqug,74,83734
Sigma,spotify:artist:01pKrlgPJhm5dB4lneYAqS,01pKrlgPJhm5dB4lneYAqS,74,41162
Jessie Ware,spotify:artist:5Mq7iqCWBzofK39FBqblNc,5Mq7iqCWBzofK39FBqblNc,78,194289
Chris Brown,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,7bXgB6jMjp9ATFy66eO08Z,96,2184430
Keri Hilson,spotify:artist:63wjoROpeh5f11Qm93UiJ1,63wjoROpeh5f11Qm93UiJ1,69,114012
Colby O'Donis,spotify:artist:7fObcBw9VM3x7ntWKCYl0z,7fObcBw9VM3x7ntWKCYl0z,66,13247
Kelly Rowland,spotify:artist:3AuMNF8rQAKOzjYppFNAoB,3AuMNF8rQAKOzjYppFNAoB,73,318078
Cassie,spotify:artist:27FGXRNruFoOdf1vP8dqcH,27FGXRNruFoOdf1vP8dqcH,67,58013
Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,3FfvYsEGaIb52QPXhg4DcH,63,748366
Blake Shelton,spotify:artist:1UTPBmNbXNTittyMJrNkvw,1UTPBmNbXNTittyMJrNkvw,79,857635
Rodney Atkins,spotify:artist:2qgvmDsc4jrqbAbjq1HGM2,2qgvmDsc4jrqbAbjq1HGM2,67,90272
Chris Cagle,spotify:artist:1zhIzONVRlTfD1VQRauHMl,1zhIzONVRlTfD1VQRauHMl,60,43181
Chris Young,spotify:artist:4BYxqVkZyFjtik7crYLg5Q,4BYxqVkZyFjtik7crYLg5Q,73,211678
Tim McGraw,spotify:artist:6roFdX1y5BYSbp60OTJWMd,6roFdX1y5BYSbp60OTJWMd,78,358152
Josh Turner,spotify:artist:7vCtweS8UVAXTyau2j0rDT,7vCtweS8UVAXTyau2j0rDT,71,166954
Billy Currington,spotify:artist:1By9QBFnjZAoI83BZppHlt,1By9QBFnjZAoI83BZppHlt,73,143780
Eric Church,spotify:artist:2IvkS5MXK0vPGnwyJsrEyV,2IvkS5MXK0vPGnwyJsrEyV,79,436605
Craig Morgan,spotify:artist:6ktyNEnEukKzskQEiXgCFD,6ktyNEnEukKzskQEiXgCFD,62,57446
Montgomery Gentry,spotify:artist:3bGXaFVQLASmDMdjjeJr8a,3bGXaFVQLASmDMdjjeJr8a,63,62646
Joe Nichols,spotify:artist:4aJTB79uwT4sP0Nb8QGWHc,4aJTB79uwT4sP0Nb8QGWHc,67,47456
Darius Rucker,spotify:artist:7FY5V3XMwlNBPitEjXowHQ,7FY5V3XMwlNBPitEjXowHQ,74,158056
Rascal Flatts,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,0a1gHP0HAqALbEyxaD5Ngn,75,389710
Little Big Town,spotify:artist:3CygdxquGHurS7f9LjNLkv,3CygdxquGHurS7f9LjNLkv,72,115988
Big & Rich,spotify:artist:0oBEeN6BCxEgMogzThqrPf,0oBEeN6BCxEgMogzThqrPf,64,53675
Brad Paisley,spotify:artist:13YmWQJFwgZrd4bf5IjMY4,13YmWQJFwgZrd4bf5IjMY4,76,409815
Kenny Chesney,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,3grHWM9bx2E9vwJCdlRv9O,78,443494
Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS,2FXC3k01G6Gw61bmprjgqS,91,577775
James Bay,spotify:artist:4EzkuveR9pLvDVFNx6foYD,4EzkuveR9pLvDVFNx6foYD,88,175192
Vance Joy,spotify:artist:10exVja0key0uqUkk6LJRT,10exVja0key0uqUkk6LJRT,84,256678
Milky Chance,spotify:artist:1hzfo8twXdOegF3xireCYs,1hzfo8twXdOegF3xireCYs,81,277655
George Ezra,spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j,2ysnwxxNtSgbb9t1m2Ur4j,84,307062
James Vincent McMorrow,spotify:artist:7FDlvgcodNfC0IBdWevl4u,7FDlvgcodNfC0IBdWevl4u,74,205355
Elle King,spotify:artist:3bhu7P5PfngueRHiB9hjcx,3bhu7P5PfngueRHiB9hjcx,65,15751
Kodaline,spotify:artist:4BxCuXFJrSWGi1KHcVqaU4,4BxCuXFJrSWGi1KHcVqaU4,78,235231
MisterWives,spotify:artist:5ivCbtrcD5N4rD337xIb2z,5ivCbtrcD5N4rD337xIb2z,78,82796
Lo-Fang,spotify:artist:5EDkJDlRNcMs3ewliB24QA,5EDkJDlRNcMs3ewliB24QA,67,35128
Zella Day,spotify:artist:100sLnojEpcadRx4edEBA6,100sLnojEpcadRx4edEBA6,71,42981
Foy Vance,spotify:artist:4bUqnkrDrb4f7rqmDR9yDu,4bUqnkrDrb4f7rqmDR9yDu,62,17127
Katy Perry,spotify:artist:6jJ0s89eD6GaHleKKya26X,6jJ0s89eD6GaHleKKya26X,89,3531106
Lady Gaga,spotify:artist:1HY2Jd0NmPuamShAr6KMms,1HY2Jd0NmPuamShAr6KMms,83,1350751
The Veronicas,spotify:artist:1dIdBZaaHRW2bDTkHNfWln,1dIdBZaaHRW2bDTkHNfWln,67,77224
Ashlee Simpson,spotify:artist:4hqDqHtBlgxXpLXVYf7c8L,4hqDqHtBlgxXpLXVYf7c8L,59,30431
Natasha Bedingfield,spotify:artist:7o95ZoZt5ZYn31e9z1Hc0a,7o95ZoZt5ZYn31e9z1Hc0a,69,112922
Lindsay Lohan,spotify:artist:4vRSocKbGh7PsQrYRDVMEF,4vRSocKbGh7PsQrYRDVMEF,49,21919
Jennifer Lopez,spotify:artist:2DlGxzQSjYe5N6G9nkYghR,2DlGxzQSjYe5N6G9nkYghR,81,909149
Christina Aguilera,spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS,1l7ZsJRRS8wlW3WfJfPfNS,84,669746
T.I.,spotify:artist:4OBJLual30L7gRl5UkeRcT,4OBJLual30L7gRl5UkeRcT,86,612661
Ludacris,spotify:artist:3ipn9JLAPI5GUEo4y4jcoi,3ipn9JLAPI5GUEo4y4jcoi,83,357284
Lil Wayne,spotify:artist:55Aa2cqylxrFIXC767Z865,55Aa2cqylxrFIXC767Z865,93,2048822
Rick Ross,spotify:artist:1sBkRIssrMs1AbVkOJbc7a,1sBkRIssrMs1AbVkOJbc7a,85,519304
Birdman,spotify:artist:35sCXuy5gN6Or69rZ9vqBs,35sCXuy5gN6Or69rZ9vqBs,70,73869
B.o.B,spotify:artist:5ndkK3dpZLKtBklKjxNQwT,5ndkK3dpZLKtBklKjxNQwT,83,713733
Chamillionaire,spotify:artist:6vdMPayKk8YJxxeNP5oMCb,6vdMPayKk8YJxxeNP5oMCb,66,62455
Lil Jon,spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK,7sfl4Xt5KmfyDs2T3SVSMK,81,191900
Yung Joc,spotify:artist:23LbwefIODbyGdRbAz3urj,23LbwefIODbyGdRbAz3urj,63,13667
Young Buck,spotify:artist:4pr7J7wzgObkE3DD3Izi7q,4pr7J7wzgObkE3DD3Izi7q,64,27735
Ying Yang Twins,spotify:artist:44PA0rCQXikgOWbfY7Fq7m,44PA0rCQXikgOWbfY7Fq7m,69,52473
Three 6 Mafia,spotify:artist:26s8LSolLfCIY88ysQbIuT,26s8LSolLfCIY88ysQbIuT,65,68791
Fabolous,spotify:artist:0YWxKQj2Go9CGHCp77UOyy,0YWxKQj2Go9CGHCp77UOyy,76,115538
JAY Z,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,3nFkdlSjzX9mRTtwJOzDYB,91,1540572
DJ Khaled,spotify:artist:0QHgL1lAIqAw0HtD7YldmP,0QHgL1lAIqAw0HtD7YldmP,76,328768
David Banner,spotify:artist:7jFaoqWPhYLrKzjzlpXmUO,7jFaoqWPhYLrKzjzlpXmUO,59,23638
Twista,spotify:artist:6vbY3hOaCAhC7VjucswgdS,6vbY3hOaCAhC7VjucswgdS,69,60326
Bubba Sparxxx,spotify:artist:3RPYHNSwe3w0mtfJwKIN9P,3RPYHNSwe3w0mtfJwKIN9P,60,20750
Lil Scrappy,spotify:artist:5einkgXXrjhfYCyac1FANB,5einkgXXrjhfYCyac1FANB,55,17102
Shawty Lo,spotify:artist:5mNB8ykTlENptzmsxXRtdS,5mNB8ykTlENptzmsxXRtdS,46,5226
Mike Jones,spotify:artist:07VmOvmuBp9G0gb8BTrpn0,07VmOvmuBp9G0gb8BTrpn0,60,21107
Rich Gang,spotify:artist:6h2J3dxLnTyURwIUBumKog,6h2J3dxLnTyURwIUBumKog,72,71071
Young Money,spotify:artist:5OrB6Jhhrl9y2PK0pSV4VP,5OrB6Jhhrl9y2PK0pSV4VP,70,98889
Juicy J,spotify:artist:5gCRApTajqwbnHHPbr2Fpi,5gCRApTajqwbnHHPbr2Fpi,89,271446
Tyga,spotify:artist:5LHRHt1k9lMyONurDHEdrp,5LHRHt1k9lMyONurDHEdrp,91,990719
Sage The Gemini,spotify:artist:6d47Z08T4snK50HgTEHo5Z,6d47Z08T4snK50HgTEHo5Z,87,100893
Ace Hood,spotify:artist:31HjiqargV4NAw4GZqUale,31HjiqargV4NAw4GZqUale,70,129086
Yo Gotti,spotify:artist:6Ha4aES39QiVjR0L2lwuwq,6Ha4aES39QiVjR0L2lwuwq,75,118408
Ca$h Out,spotify:artist:7Kp7SzuRuNiPFCy7JIwnLx,7Kp7SzuRuNiPFCy7JIwnLx,65,68668
Trinidad James,spotify:artist:0I5HubncQ8E1MFZOlPDY4J,0I5HubncQ8E1MFZOlPDY4J,69,35934
Mr. Probz,spotify:artist:33W1pnW9zScZtYTnAoWnOT,33W1pnW9zScZtYTnAoWnOT,85,140018
Kempi,spotify:artist:0FWWBkIJD4tvlDzB4O8XT7,0FWWBkIJD4tvlDzB4O8XT7,48,14283
Salah Edin,spotify:artist:61NnMiAXGKbPGObTEwcssj,61NnMiAXGKbPGObTEwcssj,35,916
Fresku,spotify:artist:5m1cLmgZIfEYPLejhLFR10,5m1cLmgZIfEYPLejhLFR10,48,19579
Zwart Licht,spotify:artist:0w8HhtFVgF0tqeiFGFRaiZ,0w8HhtFVgF0tqeiFGFRaiZ,40,3054
Hef,spotify:artist:7ge3QfYPMTjDbMoVLuuIuJ,7ge3QfYPMTjDbMoVLuuIuJ,54,10718
U-niq,spotify:artist:15cp217nCdrUbiZ2m7wyAb,15cp217nCdrUbiZ2m7wyAb,35,1602
RBDjan,spotify:artist:1W4O1UxWetSz00CiAu01zf,1W4O1UxWetSz00CiAu01zf,41,2201
Winne,spotify:artist:5cMMheSnLhCt0YdwFkp3R9,5cMMheSnLhCt0YdwFkp3R9,49,8855
Blaxtar,spotify:artist:74Muw2FSN8BK2mMbh2gfZM,74Muw2FSN8BK2mMbh2gfZM,35,157
Jiggy Dje,spotify:artist:2deAwJr19wfxpqJ5duZyk1,2deAwJr19wfxpqJ5duZyk1,44,3089
Fakkelbrigade,spotify:artist:3NGONi5kwXaIZBCfZOqS1r,3NGONi5kwXaIZBCfZOqS1r,35,1471
Zo Moeilijk,spotify:artist:1m5UwtiH31Zjg17jP6ps88,1m5UwtiH31Zjg17jP6ps88,28,746
Jawat,spotify:artist:72iS8ZcJzdBk2NKOZgeVPg,72iS8ZcJzdBk2NKOZgeVPg,34,716
DuvelDuvel,spotify:artist:4u6gMJfErd9CjF0IyNdhjF,4u6gMJfErd9CjF0IyNdhjF,33,703
Opgeduveld,spotify:artist:2itHVhH84RBGG9RsKyj5Yz,2itHVhH84RBGG9RsKyj5Yz,22,190
Raymzter,spotify:artist:5ZntjOpn1ADiQnLx3W9Eja,5ZntjOpn1ADiQnLx3W9Eja,18,64
Wudstik,spotify:artist:4673XVOYba8vZe6hHoMeW3,4673XVOYba8vZe6hHoMeW3,43,2484
Kraantje Pappie,spotify:artist:5yDkaiPTFbHGWCMXAEBt5Q,5yDkaiPTFbHGWCMXAEBt5Q,55,41198
Flinke Namen,spotify:artist:1pl6zHy7TssEvPr4d6hMgK,1pl6zHy7TssEvPr4d6hMgK,43,5425
Appa,spotify:artist:3E14vOxwqV6NWCeaLa9GtJ,3E14vOxwqV6NWCeaLa9GtJ,43,1985
Nico & Vinz,spotify:artist:0awl5piYwO0CDTHEkCjUhn,0awl5piYwO0CDTHEkCjUhn,80,136700
Guy Sebastian,spotify:artist:5PjekOABtfU2Kwo0AHVmci,5PjekOABtfU2Kwo0AHVmci,69,55661
Anders Nilsen,spotify:artist:4tIdn5S7BCgSdvnqR36W1N,4tIdn5S7BCgSdvnqR36W1N,63,7813
MKTO,spotify:artist:2l35CQqtYRh3d8ZIiBep4v,2l35CQqtYRh3d8ZIiBep4v,75,168306
Ylvis,spotify:artist:2lEOFtf3cCyzomQcMHJGfZ,2lEOFtf3cCyzomQcMHJGfZ,65,69514
Madcon,spotify:artist:6c4sUNBgdonFJz8Kx2VsGz,6c4sUNBgdonFJz8Kx2VsGz,69,133948
Aloe Blacc,spotify:artist:0id62QV2SZZfvBn9xpmuCl,0id62QV2SZZfvBn9xpmuCl,75,234688
Karpe Diem,spotify:artist:3X23gpg1vPacr0hBARyxtN,3X23gpg1vPacr0hBARyxtN,60,137448
Nick Jonas,spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi,4Rxn7Im3LGfyRkY2FlHhWi,83,219379
Joe Jonas,spotify:artist:7gbmX8SsfjEjxDMzBi1ZOL,7gbmX8SsfjEjxDMzBi1ZOL,59,46680
Nick Jonas & The Administration,spotify:artist:6dse9FDodKw65ZQoLjE5F1,6dse9FDodKw65ZQoLjE5F1,46,13213
Mitchel Musso,spotify:artist:3IcF2f5vEkY6HPQfLlQDlw,3IcF2f5vEkY6HPQfLlQDlw,45,24168
Hannah Montana,spotify:artist:7nU4hB040gTmHm45YYMvqc,7nU4hB040gTmHm45YYMvqc,67,151884
Big Time Rush,spotify:artist:0GWCNkPi54upO9WLlwjAHd,0GWCNkPi54upO9WLlwjAHd,67,241525
Drake Bell,spotify:artist:03ilIKH0i08IxmjKcn63ne,03ilIKH0i08IxmjKcn63ne,52,37496
Vanessa Hudgens,spotify:artist:6G9bygHlCyPgNGxK2l3YdE,6G9bygHlCyPgNGxK2l3YdE,64,70389
Kevin Jonas,spotify:artist:11bdWrCwHE2gCdVARdASuu,11bdWrCwHE2gCdVARdASuu,37,986
Meaghan Martin,spotify:artist:4D4d4SGHSnXy5TxqhfDl3H,4D4d4SGHSnXy5TxqhfDl3H,48,3217
Fall Out Boy,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,4UXqAaa6dQYAk18Lv7PEgX,91,1116132
Panic! At The Disco,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,20JZFwl6HVl6yg8a4H3ZqK,81,651765
Paramore,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,74XFHRwlV6OrjEM0A2NCMF,82,1003177
The Academy Is...,spotify:artist:3jwm6OBdUY5xzFiFIPhMHu,3jwm6OBdUY5xzFiFIPhMHu,56,29924
My Chemical Romance,spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb,7FBcuc1gsnv6Y1nwFtNRCb,80,637022
The All-American Rejects,spotify:artist:3vAaWhdBR38Q02ohXqaNHT,3vAaWhdBR38Q02ohXqaNHT,73,264238
Patrick Stump,spotify:artist:0wsdUS0EJ7zHgti2nxTVWR,0wsdUS0EJ7zHgti2nxTVWR,53,29584
Cute Is What We Aim For,spotify:artist:7AsPubxWM5tfW4hTZEL3aP,7AsPubxWM5tfW4hTZEL3aP,57,46286
Yellowcard,spotify:artist:3zxKH0qp3nBCuPZCZT5Vaf,3zxKH0qp3nBCuPZCZT5Vaf,72,184685
Mayday Parade,spotify:artist:3WfJ1OtrWI7RViX9DMyEGy,3WfJ1OtrWI7RViX9DMyEGy,73,315148
All Time Low,spotify:artist:46gyXjRIvN1NL1eCB8GBxo,46gyXjRIvN1NL1eCB8GBxo,80,512436
Boys Like Girls,spotify:artist:0vWCyXMrrvMlCcepuOJaGI,0vWCyXMrrvMlCcepuOJaGI,66,136084
We The Kings,spotify:artist:3ao3jf5d70Tf4fPh2bnXVl,3ao3jf5d70Tf4fPh2bnXVl,68,153313
Taking Back Sunday,spotify:artist:24XtlMhEMNdi822vi0MhY1,24XtlMhEMNdi822vi0MhY1,71,167856
Good Charlotte,spotify:artist:5aYyPjAsLj7UzANzdupwnS,5aYyPjAsLj7UzANzdupwnS,71,204515
Motion City Soundtrack,spotify:artist:19zqV9DV3txjMUjHvltl2D,19zqV9DV3txjMUjHvltl2D,63,68474
Simple Plan,spotify:artist:2p4FqHnazRucYQHyDCdBrJ,2p4FqHnazRucYQHyDCdBrJ,73,581254
Jimmy Eat World,spotify:artist:3Ayl7mCk0nScecqOzvNp6s,3Ayl7mCk0nScecqOzvNp6s,71,196194
blink-182,spotify:artist:6FBDaR13swtiWwGhX1WQsP,6FBDaR13swtiWwGhX1WQsP,82,869544
The Audition,spotify:artist:7EE9Xq8yiJyO5FIVho6ibI,7EE9Xq8yiJyO5FIVho6ibI,48,13428
The Cab,spotify:artist:2C2sVVXanbOpymYBMpsi89,2C2sVVXanbOpymYBMpsi89,66,127594
One Direction,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,4AK6F7OLvEQ5QYCBNiQWHq,92,3168058
The Wanted,spotify:artist:2NhdGz9EDv2FeUw6udu2g1,2NhdGz9EDv2FeUw6udu2g1,70,825202
Little Mix,spotify:artist:3e7awlrlDSwF3iM0WBjGMp,3e7awlrlDSwF3iM0WBjGMp,73,448125
JLS,spotify:artist:5xi3SZpllRPAkoPVbjB6nc,5xi3SZpllRPAkoPVbjB6nc,54,60137
Conor Maynard,spotify:artist:6mU8ucezzms5I2kNH6HNlu,6mU8ucezzms5I2kNH6HNlu,62,218497
Carly Rae Jepsen,spotify:artist:6sFIWsNpZYqfjUpaCgueju,6sFIWsNpZYqfjUpaCgueju,83,1561831
McFly,spotify:artist:47izDDvtOxxz3FzHYuUptd,47izDDvtOxxz3FzHYuUptd,64,122816
Jesse McCartney,spotify:artist:2Hjj68yyUPiC0HKEOigcEp,2Hjj68yyUPiC0HKEOigcEp,66,148841
Union J,spotify:artist:7DTZkttLXeUXamkocrRzeh,7DTZkttLXeUXamkocrRzeh,56,66610
OneRepublic,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,5Pwc4xIPtQLFEnJriah9YJ,86,1328315
Lifehouse,spotify:artist:5PokPZn11xzZXyXSfnvIM3,5PokPZn11xzZXyXSfnvIM3,72,221137
Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,4gzpq5DPGxSnKTe4SA8HAU,91,3911680
Keane,spotify:artist:53A0W3U0s8diEn9RhXQhVz,53A0W3U0s8diEn9RhXQhVz,74,408214
Fun.,spotify:artist:5nCi3BB41mBaMH9gfr6Su0,5nCi3BB41mBaMH9gfr6Su0,77,2582463
The Last Goodnight,spotify:artist:4UrGiQXrpB2CmzVGVFtH5E,4UrGiQXrpB2CmzVGVFtH5E,49,7541
Blue October,spotify:artist:1TJbmc7jTpw78GKCiMpvDh,1TJbmc7jTpw78GKCiMpvDh,63,68693
Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,53XhwfbYqKCa1cC15pYq2q,92,2161684
Snow Patrol,spotify:artist:3rIZMv9rysU7JkLzEaC5Jp,3rIZMv9rysU7JkLzEaC5Jp,75,464362
Parachute,spotify:artist:2PCUhxD40qlMqsKHjTZD2e,2PCUhxD40qlMqsKHjTZD2e,67,148880
Vance Joy,spotify:artist:10exVja0key0uqUkk6LJRT,10exVja0key0uqUkk6LJRT,84,256678
Family of the Year,spotify:artist:7zsin6IgVsR1rqSRCNYDwq,7zsin6IgVsR1rqSRCNYDwq,73,51482
Tom Odell,spotify:artist:2txHhyCwHjUEpJjWrEyqyX,2txHhyCwHjUEpJjWrEyqyX,76,392643
The 1975,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,3mIj9lX2MWuHmhNCA7LSCW,81,616455
Of Monsters and Men,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,4dwdTW1Lfiq0cM8nBAqIIz,80,1018456
X Ambassadors,spotify:artist:3NPpFNZtSTHheNBaWC82rB,3NPpFNZtSTHheNBaWC82rB,69,32733
The Neighbourhood,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,77SW9BnxLY8rJ0RciFqkHh,78,421782
Ben Howard,spotify:artist:5schNIzWdI9gJ1QRK8SBnc,5schNIzWdI9gJ1QRK8SBnc,82,788319
Grizfolk,spotify:artist:6Xa4nbrSTfbioA4lLShbjh,6Xa4nbrSTfbioA4lLShbjh,56,9820
Passenger,spotify:artist:0gadJ2b9A4SKsB1RFkBb66,0gadJ2b9A4SKsB1RFkBb66,82,538756
Walk the Moon,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic,83,251112
KONGOS,spotify:artist:58R5LHkK3vkmEyGUPOR5kS,58R5LHkK3vkmEyGUPOR5kS,70,67977
Angus & Julia Stone,spotify:artist:4tvKz56Tr39bkhcQUTO0Xr,4tvKz56Tr39bkhcQUTO0Xr,77,287060
Echosmith,spotify:artist:1PbBg2aYjWLKRk84zJK15x,1PbBg2aYjWLKRk84zJK15x,83,212198
AJR,spotify:artist:6s22t5Y3prQHyaHWUN1R1C,6s22t5Y3prQHyaHWUN1R1C,63,42255
